condicion_ocupacion,sexo,edad,nivel_educativo_cod,Lengua,Etnia,Concentracion,Socializar,Experiencia,Movilidad
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,25,9,10,5,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,51,9,10,7,2,2,1,2
OCUPADO,1,59,5,10,7,2,2,1,2
OCUPADO,1,67,4,1,1,2,2,1,2
OCUPADO,1,37,9,10,7,2,2,1,2
OCUPADO,1,24,10,10,7,2,2,1,2
OCUPADO,1,57,9,10,7,2,2,1,2
OCUPADO,1,39,6,1,1,2,2,1,2
OCUPADO,1,31,5,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,68,5,10,7,2,2,1,2
OCUPADO,1,20,6,10,1,2,2,1,2
OCUPADO,1,53,9,10,7,2,2,1,2
OCUPADO,1,35,11,10,7,2,2,1,2
OCUPADO,1,61,5,10,1,2,2,1,2
OCUPADO,1,24,6,1,1,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,60,6,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,1,71,5,10,5,2,2,1,2
OCUPADO,1,41,9,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,1,24,8,10,7,2,2,1,2
OCUPADO,1,40,6,10,7,2,2,1,2
OCUPADO,1,34,10,10,7,2,2,1,2
OCUPADO,1,59,9,10,7,2,2,1,1
OCUPADO,1,39,4,10,5,2,2,1,2
OCUPADO,1,26,8,10,7,2,2,1,2
OCUPADO,2,39,4,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,55,6,1,1,2,2,1,2
OCUPADO,2,53,8,10,7,2,2,1,2
OCUPADO,2,46,5,10,7,2,2,1,2
OCUPADO,2,48,5,1,7,2,2,1,2
OCUPADO,1,37,10,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,2,33,5,10,8,2,2,1,2
OCUPADO,2,31,10,10,7,2,2,1,2
OCUPADO,2,29,6,10,7,2,2,1,2
OCUPADO,1,20,6,10,7,2,2,2,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,19,6,10,7,2,2,1,2
OCUPADO,1,50,5,10,9,2,2,1,2
OCUPADO,1,73,11,10,7,2,2,1,2
OCUPADO,1,53,5,10,7,2,2,1,2
OCUPADO,1,38,6,10,6,2,2,1,2
OCUPADO,1,44,6,10,7,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,2,63,6,10,7,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,2,38,11,10,7,2,2,2,2
OCUPADO,1,36,11,10,7,2,2,1,2
OCUPADO,1,74,9,10,7,2,2,1,2
OCUPADO,2,43,5,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,60,9,10,7,2,2,1,2
OCUPADO,1,36,9,10,7,2,2,1,2
OCUPADO,2,35,6,10,6,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,1,45,6,10,7,2,2,1,2
OCUPADO,2,22,6,10,9,2,2,1,2
OCUPADO,1,47,6,10,7,2,2,1,2
OCUPADO,2,56,9,10,7,2,2,2,2
OCUPADO,2,56,6,10,7,2,2,1,2
OCUPADO,2,46,6,10,7,2,2,1,2
OCUPADO,1,49,11,1,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,2,54,10,10,7,2,2,1,2
OCUPADO,1,21,10,10,7,2,2,1,2
OCUPADO,1,36,8,10,7,2,2,1,2
OCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,2,63,12,10,7,2,2,1,2
OCUPADO,2,36,5,10,6,2,2,1,2
OCUPADO,1,47,6,10,1,2,2,1,2
OCUPADO,1,57,5,10,7,2,2,1,2
OCUPADO,1,37,9,10,7,2,2,1,2
OCUPADO,1,49,6,10,1,2,2,1,2
OCUPADO,2,17,6,10,7,2,2,2,2
OCUPADO,1,20,6,1,1,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,2,66,6,10,7,2,2,1,2
OCUPADO,1,38,8,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,1,43,6,10,9,2,2,1,2
OCUPADO,1,57,9,10,2,2,2,1,2
OCUPADO,2,43,9,10,7,2,2,1,2
OCUPADO,1,41,8,10,7,2,2,1,2
OCUPADO,1,55,9,10,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,1,28,8,10,7,2,2,1,2
OCUPADO,2,35,9,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,2,2
OCUPADO,2,65,6,10,7,2,2,1,2
OCUPADO,1,46,6,10,5,2,2,1,2
OCUPADO,2,42,10,10,7,2,2,1,2
OCUPADO,2,24,9,10,7,2,2,1,2
OCUPADO,1,20,8,10,7,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,1,25,9,10,7,2,2,1,2
OCUPADO,1,22,8,10,7,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,2,2
OCUPADO,1,48,5,1,1,2,2,1,2
OCUPADO,2,67,6,10,7,2,2,1,2
OCUPADO,2,29,9,10,7,2,2,1,2
OCUPADO,1,31,11,10,7,2,2,1,2
OCUPADO,1,66,5,10,7,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,1,52,9,1,1,2,2,1,2
OCUPADO,2,25,11,10,7,2,2,1,2
OCUPADO,1,58,8,1,7,2,2,1,2
OCUPADO,1,59,9,10,7,2,2,1,2
OCUPADO,2,26,5,10,6,2,2,1,2
OCUPADO,2,27,6,10,7,2,2,2,2
OCUPADO,1,60,4,10,7,2,2,1,2
OCUPADO,2,33,11,10,7,2,2,1,2
OCUPADO,1,59,9,10,7,2,2,1,2
OCUPADO,1,34,9,10,7,2,2,1,2
OCUPADO,1,17,6,10,7,2,2,1,2
OCUPADO,2,53,4,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,37,8,10,7,2,2,1,2
OCUPADO,1,33,6,10,7,2,2,1,2
OCUPADO,2,38,6,10,7,2,2,2,2
OCUPADO,1,33,6,10,7,2,2,1,2
OCUPADO,1,27,10,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,2,69,4,10,7,2,2,1,2
OCUPADO,1,25,10,10,7,2,2,1,2
OCUPADO,1,48,8,10,7,2,2,1,2
OCUPADO,1,61,11,10,7,2,2,1,2
OCUPADO,2,32,11,10,7,2,2,1,2
OCUPADO,1,50,9,10,7,2,2,1,2
OCUPADO,2,38,8,10,6,2,2,1,2
OCUPADO,2,47,9,10,7,2,2,1,2
OCUPADO,2,21,10,10,7,2,2,1,2
OCUPADO,1,24,11,10,7,2,2,1,2
OCUPADO,1,38,8,10,1,2,2,1,2
OCUPADO,1,50,10,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,68,8,10,7,2,2,1,2
OCUPADO,2,55,9,1,1,2,2,1,2
OCUPADO,1,65,9,10,7,2,2,1,2
OCUPADO,1,62,8,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,57,5,10,7,2,2,1,2
OCUPADO,1,47,9,10,7,2,2,1,2
OCUPADO,2,63,10,10,7,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,1,38,9,10,7,2,2,1,2
OCUPADO,2,37,10,10,7,2,2,1,2
OCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,1,53,8,10,7,2,2,1,2
OCUPADO,2,22,9,10,7,2,2,1,2
OCUPADO,2,56,4,10,7,2,2,1,2
OCUPADO,2,41,4,10,7,2,2,1,2
OCUPADO,2,55,5,10,7,2,2,1,2
OCUPADO,2,54,3,1,1,2,2,1,2
OCUPADO,1,22,10,10,7,2,2,1,2
OCUPADO,2,45,6,10,7,2,2,1,2
OCUPADO,1,31,8,10,7,2,2,1,2
OCUPADO,1,48,9,10,7,2,2,1,2
OCUPADO,2,42,6,10,7,2,2,1,2
OCUPADO,1,29,3,10,7,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,1,20,6,10,7,2,2,2,2
OCUPADO,2,37,9,10,7,2,2,1,2
OCUPADO,1,68,6,10,7,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,1,51,3,1,1,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,1,33,9,1,1,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,2,18,6,10,7,2,2,1,2
OCUPADO,1,47,8,10,5,2,2,1,2
OCUPADO,1,64,3,10,5,2,2,1,2
OCUPADO,1,25,9,10,7,2,2,1,2
OCUPADO,1,35,6,10,7,2,2,1,2
OCUPADO,1,37,5,10,7,2,2,1,2
OCUPADO,1,58,5,10,5,2,2,1,2
OCUPADO,1,60,5,10,7,2,2,1,2
OCUPADO,1,50,5,10,7,2,2,1,2
OCUPADO,2,40,11,10,8,2,2,1,2
OCUPADO,2,56,9,10,7,2,2,2,2
OCUPADO,1,33,8,10,7,2,2,1,2
OCUPADO,1,34,6,10,7,2,2,1,2
OCUPADO,1,51,11,10,9,2,2,1,2
OCUPADO,1,43,6,1,1,2,2,1,2
OCUPADO,1,26,9,10,6,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,2,23,10,10,6,2,2,1,2
OCUPADO,2,73,8,10,7,2,2,1,2
OCUPADO,2,32,9,1,7,2,2,1,2
OCUPADO,1,19,6,10,8,2,2,1,2
OCUPADO,2,55,3,10,1,2,2,2,2
OCUPADO,1,50,6,1,9,2,2,2,2
OCUPADO,1,25,9,10,5,2,2,1,2
OCUPADO,1,68,5,10,7,2,2,1,2
OCUPADO,2,51,11,10,7,2,2,1,2
OCUPADO,1,57,11,10,7,2,2,1,2
OCUPADO,1,41,6,1,1,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,1,36,6,10,9,2,2,2,2
OCUPADO,1,77,11,10,7,2,2,1,2
OCUPADO,2,47,11,10,7,2,2,1,2
OCUPADO,2,26,9,10,7,2,2,1,2
OCUPADO,1,70,11,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,33,8,1,1,2,2,1,2
OCUPADO,1,22,6,10,6,2,2,1,2
OCUPADO,1,26,11,10,6,2,2,1,2
OCUPADO,1,32,9,10,7,2,2,1,2
OCUPADO,1,47,10,10,6,2,2,1,2
OCUPADO,2,65,11,10,6,2,2,1,2
OCUPADO,2,21,9,10,7,2,2,1,2
OCUPADO,2,42,12,10,7,2,2,1,2
OCUPADO,2,48,9,10,7,2,2,1,2
OCUPADO,2,34,6,10,1,2,2,2,2
OCUPADO,1,54,9,10,7,2,2,1,2
OCUPADO,2,20,8,10,7,2,2,1,2
OCUPADO,1,27,11,10,7,2,2,1,2
OCUPADO,1,52,9,10,7,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,2,49,11,10,7,2,2,1,2
OCUPADO,1,43,6,1,6,2,2,1,2
OCUPADO,1,57,10,10,7,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,43,10,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,28,9,10,7,2,2,1,2
OCUPADO,1,33,6,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,2,32,6,10,7,2,2,2,2
OCUPADO,2,54,4,2,2,2,2,1,2
OCUPADO,2,58,11,10,6,2,2,1,2
OCUPADO,1,21,8,10,7,2,2,1,2
OCUPADO,2,54,11,10,7,2,2,1,2
OCUPADO,1,66,6,10,7,2,2,1,2
OCUPADO,2,24,10,10,7,2,2,1,2
OCUPADO,2,34,5,10,7,2,2,1,2
OCUPADO,2,36,9,10,7,2,2,1,2
OCUPADO,1,25,10,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,2,34,10,10,7,2,2,1,2
OCUPADO,1,33,9,10,7,2,2,1,2
OCUPADO,2,34,9,10,7,2,2,1,2
OCUPADO,1,29,9,10,7,2,2,1,2
OCUPADO,2,32,8,10,7,2,2,1,2
OCUPADO,1,27,9,10,7,2,2,1,2
OCUPADO,1,38,8,10,7,2,2,1,2
OCUPADO,1,32,8,10,7,2,2,1,2
OCUPADO,1,38,9,10,7,2,2,1,2
OCUPADO,1,68,10,10,7,2,2,1,2
OCUPADO,1,62,6,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,2,2,1,2
OCUPADO,1,45,9,10,7,2,2,1,2
OCUPADO,1,48,5,10,7,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,1,36,9,10,7,2,2,1,2
OCUPADO,2,68,6,10,7,2,2,1,2
OCUPADO,2,34,11,10,7,2,2,1,2
OCUPADO,2,25,11,10,5,2,2,1,2
OCUPADO,1,23,6,10,7,2,2,1,2
OCUPADO,2,50,5,10,7,2,2,1,2
OCUPADO,2,28,11,10,7,2,2,1,2
OCUPADO,1,33,6,10,7,2,2,1,2
OCUPADO,2,41,5,10,7,2,2,1,2
OCUPADO,1,54,10,10,7,2,2,1,2
OCUPADO,2,25,9,10,7,2,2,1,2
OCUPADO,2,61,4,1,1,2,2,1,2
OCUPADO,1,37,9,10,7,2,2,1,2
OCUPADO,1,43,11,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,32,9,10,7,2,2,1,2
OCUPADO,2,23,10,10,7,2,2,1,2
OCUPADO,1,51,5,10,9,2,2,1,2
OCUPADO,1,63,4,10,7,2,2,1,2
OCUPADO,1,26,10,10,7,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,2,26,5,10,7,2,2,1,2
OCUPADO,2,71,6,10,7,2,2,1,2
OCUPADO,1,39,4,10,6,2,2,1,2
OCUPADO,2,24,8,10,7,2,2,1,2
OCUPADO,2,31,6,10,1,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,2,34,6,1,1,2,2,1,2
OCUPADO,1,37,6,10,7,2,2,1,2
OCUPADO,2,75,4,10,1,2,2,1,2
OCUPADO,2,25,6,10,7,2,2,2,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,2,29,10,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,1,2
OCUPADO,2,47,3,1,7,2,2,1,2
OCUPADO,2,26,6,10,7,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,33,9,10,1,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,1,48,6,10,8,2,2,1,2
OCUPADO,2,62,5,10,7,2,2,1,2
OCUPADO,2,40,5,10,7,2,2,1,2
OCUPADO,2,33,6,10,7,2,2,1,2
OCUPADO,1,64,6,1,7,2,2,1,2
OCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,69,5,10,7,2,2,1,2
OCUPADO,2,56,6,10,1,2,2,1,2
OCUPADO,2,83,1,1,1,2,2,1,2
OCUPADO,2,29,11,10,7,2,2,1,2
OCUPADO,2,24,10,10,7,2,2,1,2
OCUPADO,2,46,6,10,5,2,2,2,2
OCUPADO,2,33,5,10,1,2,2,1,2
OCUPADO,2,46,6,10,7,2,2,1,2
OCUPADO,2,57,11,10,7,2,2,1,2
OCUPADO,1,52,6,10,7,1,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,1,55,6,10,5,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,69,9,10,6,2,2,1,2
OCUPADO,1,29,11,10,7,2,2,1,2
OCUPADO,2,32,10,10,7,2,2,1,2
OCUPADO,1,35,6,1,1,2,2,1,2
OCUPADO,1,46,6,10,7,2,2,1,2
OCUPADO,2,56,6,10,7,2,2,1,2
OCUPADO,1,26,9,10,7,2,2,1,2
OCUPADO,1,55,5,10,7,2,2,1,2
OCUPADO,2,55,6,10,7,2,2,1,2
OCUPADO,2,44,8,10,7,2,2,1,2
OCUPADO,2,25,5,10,7,2,2,1,2
OCUPADO,1,35,6,10,5,2,2,1,2
OCUPADO,1,57,6,10,7,2,2,1,2
OCUPADO,2,48,5,1,1,2,2,1,2
OCUPADO,1,34,5,10,7,2,2,1,2
OCUPADO,2,24,9,10,6,2,2,1,2
OCUPADO,1,65,9,10,7,2,2,1,2
OCUPADO,2,53,11,10,7,2,2,1,2
OCUPADO,2,33,9,10,7,2,2,1,2
OCUPADO,1,69,6,10,7,2,2,1,2
OCUPADO,1,20,6,10,7,2,2,1,2
OCUPADO,1,66,8,1,7,2,2,1,2
OCUPADO,1,34,10,10,1,2,2,1,2
OCUPADO,1,38,6,10,7,2,2,1,2
OCUPADO,1,37,6,1,1,2,2,1,2
OCUPADO,2,23,9,10,7,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,20,9,10,7,2,2,1,2
OCUPADO,1,28,10,10,7,2,2,1,2
OCUPADO,2,46,4,10,5,2,2,1,2
OCUPADO,2,30,6,10,7,2,2,1,2
OCUPADO,2,35,4,10,7,2,2,1,2
OCUPADO,1,46,6,10,5,2,2,2,2
OCUPADO,2,56,9,10,7,2,2,1,2
OCUPADO,1,35,8,10,7,2,2,1,2
OCUPADO,2,34,11,10,9,2,2,1,2
OCUPADO,1,32,6,10,7,2,2,1,2
OCUPADO,1,39,4,10,7,2,2,1,2
OCUPADO,2,34,10,10,7,2,2,1,2
OCUPADO,1,34,6,1,1,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,29,10,10,7,2,2,1,2
OCUPADO,1,42,9,10,7,2,2,1,2
OCUPADO,2,58,6,10,1,2,2,1,2
OCUPADO,2,56,6,10,7,2,2,2,2
OCUPADO,1,45,9,10,7,2,2,1,2
OCUPADO,1,55,6,1,1,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,1,2
OCUPADO,1,43,3,10,7,2,2,1,2
OCUPADO,1,53,9,10,7,2,2,1,2
OCUPADO,1,37,6,10,1,2,2,1,2
OCUPADO,1,55,5,1,1,2,2,1,2
OCUPADO,2,62,6,10,7,2,2,1,2
OCUPADO,2,45,11,10,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,2,23,8,10,7,2,2,1,2
OCUPADO,1,53,6,1,7,2,2,1,2
OCUPADO,1,22,6,10,8,2,2,1,2
OCUPADO,2,26,9,10,7,2,2,1,2
OCUPADO,1,28,6,10,1,2,2,1,2
OCUPADO,1,27,9,10,1,2,2,1,2
OCUPADO,2,51,6,10,7,2,2,1,2
OCUPADO,2,50,6,10,7,2,2,1,2
OCUPADO,1,40,6,1,9,2,2,1,2
OCUPADO,2,39,6,10,7,2,2,1,2
OCUPADO,1,45,5,10,6,2,2,1,2
OCUPADO,1,20,6,10,7,2,2,1,2
OCUPADO,1,24,9,10,7,2,2,2,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,1,57,5,10,7,2,2,1,2
OCUPADO,1,26,6,10,7,2,2,1,2
OCUPADO,1,27,5,10,7,2,2,1,2
OCUPADO,1,54,5,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,52,6,10,1,2,2,1,2
OCUPADO,1,37,5,10,7,2,2,1,2
OCUPADO,2,32,6,10,7,2,2,1,2
OCUPADO,1,37,8,10,7,2,2,1,2
OCUPADO,1,38,11,10,1,2,2,1,2
OCUPADO,1,42,6,10,7,2,2,1,2
OCUPADO,1,25,6,10,7,2,2,2,2
OCUPADO,1,49,9,10,7,2,2,1,2
OCUPADO,1,41,5,1,1,2,2,1,2
OCUPADO,2,23,6,10,7,2,2,1,2
OCUPADO,1,47,5,1,6,2,2,1,2
OCUPADO,1,63,4,10,7,2,2,1,2
OCUPADO,1,50,6,10,7,2,2,1,2
OCUPADO,1,39,5,10,7,2,2,1,2
OCUPADO,2,56,6,10,7,2,2,1,2
OCUPADO,2,19,8,10,7,2,2,1,2
OCUPADO,1,59,4,10,7,2,2,1,2
OCUPADO,1,36,5,10,7,2,2,1,2
OCUPADO,1,23,9,10,9,2,2,2,2
OCUPADO,1,50,9,10,7,2,2,1,2
OCUPADO,1,45,10,10,7,2,2,1,2
OCUPADO,2,38,11,10,8,2,2,1,2
OCUPADO,1,35,8,10,7,2,2,1,2
OCUPADO,2,44,3,10,7,2,2,1,2
OCUPADO,1,40,10,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,1,2
OCUPADO,1,27,8,10,7,2,2,1,2
OCUPADO,1,36,6,10,7,2,2,1,2
OCUPADO,1,22,6,10,6,2,2,1,2
OCUPADO,1,38,6,10,9,2,2,1,2
OCUPADO,2,59,10,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,2,62,9,10,7,2,2,1,2
OCUPADO,2,22,10,10,7,2,2,1,2
OCUPADO,1,39,6,10,7,2,2,1,2
OCUPADO,2,64,6,10,6,2,2,1,2
OCUPADO,2,41,6,10,7,2,2,1,2
OCUPADO,1,58,6,10,7,2,2,1,2
OCUPADO,1,34,6,1,1,2,2,1,2
OCUPADO,2,43,5,10,7,2,2,1,2
OCUPADO,1,24,6,10,7,2,2,1,2
OCUPADO,2,68,6,10,7,2,2,1,2
OCUPADO,2,51,6,10,7,2,2,1,2
OCUPADO,1,54,6,10,7,2,2,1,2
OCUPADO,1,41,9,10,7,2,2,1,2
OCUPADO,1,30,6,10,7,2,2,1,2
OCUPADO,1,73,5,10,7,2,2,1,2
OCUPADO,2,46,6,1,1,2,2,1,2
OCUPADO,1,22,9,10,7,2,2,1,2
OCUPADO,1,22,6,10,7,2,2,1,2
OCUPADO,1,43,6,10,7,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,1,52,11,10,7,2,2,1,2
OCUPADO,1,25,10,10,9,2,2,1,2
OCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,37,9,10,7,2,2,1,2
OCUPADO,1,55,6,10,7,2,2,1,2
OCUPADO,1,51,6,10,7,2,2,1,2
OCUPADO,1,46,9,10,7,2,2,1,2
OCUPADO,1,34,4,10,7,2,2,1,2
OCUPADO,1,24,10,11,7,2,2,1,2
OCUPADO,1,26,11,10,7,2,2,1,2
OCUPADO,1,57,4,10,7,2,2,1,2
OCUPADO,1,45,6,10,5,2,2,1,2
OCUPADO,1,30,6,10,6,2,2,2,2
OCUPADO,2,51,9,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,2,45,6,10,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,2,44,9,10,7,2,2,1,2
OCUPADO,1,28,6,10,1,2,2,1,2
OCUPADO,1,57,9,10,7,2,2,1,2
OCUPADO,2,47,5,10,7,2,2,1,2
OCUPADO,1,60,5,10,7,2,2,1,2
OCUPADO,1,60,4,10,7,2,2,1,2
OCUPADO,1,21,8,10,7,2,2,1,2
OCUPADO,1,26,10,10,7,2,2,1,2
OCUPADO,1,49,6,10,7,2,2,1,2
OCUPADO,1,51,3,10,7,2,2,1,2
OCUPADO,2,39,10,10,7,2,2,1,2
OCUPADO,1,27,5,10,7,2,2,1,2
OCUPADO,2,55,6,10,4,2,2,1,2
OCUPADO,2,69,5,10,7,2,2,1,2
OCUPADO,2,58,9,10,7,2,2,1,2
OCUPADO,2,30,11,10,7,2,2,2,2
OCUPADO,1,64,6,10,9,2,2,1,2
OCUPADO,2,17,6,10,9,2,2,1,2
OCUPADO,2,49,6,10,9,2,2,1,2
OCUPADO,2,47,6,10,8,2,2,1,2
OCUPADO,2,52,6,10,7,2,2,1,2
OCUPADO,1,23,5,10,7,2,2,1,2
OCUPADO,2,40,6,10,1,2,2,1,2
OCUPADO,1,61,3,10,7,2,2,1,2
OCUPADO,1,71,6,10,7,2,2,1,2
OCUPADO,1,18,6,10,7,2,2,1,2
OCUPADO,2,28,9,10,7,2,2,1,2
OCUPADO,1,61,6,10,7,2,2,1,2
OCUPADO,1,50,6,1,1,2,2,1,2
OCUPADO,1,30,9,10,7,2,2,1,2
OCUPADO,1,56,6,10,7,2,2,1,2
OCUPADO,1,55,11,10,7,2,2,1,2
OCUPADO,1,53,8,10,1,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,2,75,3,10,7,2,2,1,2
OCUPADO,2,25,10,10,3,2,2,1,2
OCUPADO,1,36,6,10,2,2,2,1,2
OCUPADO,2,63,6,10,1,2,2,1,2
OCUPADO,2,45,11,10,7,2,2,1,2
OCUPADO,1,26,8,10,7,2,2,1,2
OCUPADO,2,55,6,1,1,2,2,1,2
OCUPADO,1,27,6,10,7,2,2,1,2
OCUPADO,1,59,6,10,7,2,2,1,2
OCUPADO,2,30,9,10,7,2,2,1,2
OCUPADO,1,37,11,10,7,2,2,1,2
OCUPADO,1,23,8,10,7,2,2,1,2
OCUPADO,1,43,9,10,7,2,2,1,2
OCUPADO,2,57,3,10,7,2,2,1,2
OCUPADO,2,44,6,10,9,2,2,1,2
OCUPADO,2,53,6,10,7,2,2,1,2
OCUPADO,2,44,6,10,7,2,2,1,2
OCUPADO,2,53,4,1,7,2,2,1,2
OCUPADO,1,19,9,10,7,2,2,1,2
OCUPADO,2,27,10,10,7,2,2,1,2
OCUPADO,2,24,11,10,7,2,2,1,2
OCUPADO,1,20,6,10,7,2,2,1,2
OCUPADO,2,59,6,10,5,2,2,1,2
OCUPADO,1,29,5,10,7,2,2,2,2
OCUPADO,2,25,5,10,6,2,2,1,2
OCUPADO,1,44,8,10,7,2,2,1,2
OCUPADO,1,26,10,10,7,2,2,1,2
OCUPADO,1,31,8,10,7,2,2,1,2
OCUPADO,2,51,10,10,7,2,2,1,2
OCUPADO,2,54,11,10,7,2,2,1,2
OCUPADO,1,28,9,10,7,2,2,1,2
OCUPADO,2,44,4,10,7,2,2,1,2
OCUPADO,1,25,10,10,7,2,2,1,2
OCUPADO,2,47,6,10,7,2,2,1,2
OCUPADO,1,67,6,10,7,2,2,1,2
OCUPADO,2,54,4,10,7,2,2,1,2
OCUPADO,2,21,10,10,7,2,2,1,2
OCUPADO,1,22,6,10,8,2,2,1,2
OCUPADO,2,42,8,10,7,2,2,1,2
OCUPADO,2,30,9,10,7,2,2,1,2
OCUPADO,1,63,5,10,7,2,2,1,2
OCUPADO,2,41,5,10,7,2,2,1,2
OCUPADO,2,36,6,10,7,2,2,1,2
OCUPADO,1,31,5,10,7,2,2,1,2
OCUPADO,1,50,4,10,7,2,2,1,2
OCUPADO,1,18,6,10,1,2,2,1,2
OCUPADO,2,39,5,1,1,2,2,1,2
